Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
312;14393;"International Journal of Computational Fluid Dynamics";journal;"10618562, 10290257";0,423;Q3;48;16;148;647;182;140;0,97;40,44;13,21;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-2023";"Aerospace Engineering (Q2); Computational Mechanics (Q2); Condensed Matter Physics (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Energy Engineering and Power Technology (Q3)";"Energy; Engineering; Physics and Astronomy"
313;4400151708;"Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science)";journal;"16735005";0,422;Q3;33;125;390;3388;484;390;1,20;27,10;30,68;0;16;China;Asiatic Region;"";"2006-2023";"Chemical Engineering (miscellaneous) (Q2); Mechanical Engineering (Q2); Control and Systems Engineering (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Chemical Engineering; Earth and Planetary Sciences; Energy; Engineering"
314;21101029746;"Foundations and Trends in Electric Energy Systems";journal;"23326557, 23326565";0,421;Q3;2;2;3;171;6;3;2,00;85,50;33,33;0;0;United States;Northern America;"Now Publishers Inc";"2020-2023";"Electrical and Electronic Engineering (Q2); Control and Systems Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Energy; Engineering"
315;26881;"Combustion Science and Technology";journal;"1563521X, 00102202";0,416;Q3;88;414;564;16532;1238;563;2,22;39,93;27,51;1;61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1969-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3)";"Chemical Engineering; Chemistry; Energy; Physics and Astronomy"
316;21100232822;"Environmental and Climate Technologies";journal;"16915208";0,414;Q3;25;77;326;3756;573;325;1,47;48,78;47,96;0;64;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2023";"Environmental Science (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science"
317;25014;"Meitiandizhi Yu Kantan/Coal Geology and Exploration";journal;"10011986";0,414;Q3;17;242;636;9025;973;636;1,77;37,29;28,91;0;62;China;Asiatic Region;"China Coal Research Institute";"1998, 2001-2003, 2020-2023";"Geology (Q2); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences; Energy"
318;19700201337;"Biofuels";journal;"17597277, 17597269";0,409;Q3;50;150;341;9916;884;339;2,76;66,11;29,31;0;114;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2023";"Renewable Energy, Sustainability and the Environment (Q3); Waste Management and Disposal (Q3)";"Energy; Environmental Science"
319;21100283367;"International Journal of Prognostics and Health Management";journal;"21532648";0,408;Q3;29;27;69;832;135;68;1,66;30,81;18,89;0;4;United States;Northern America;"PHM Society";"2010-2023";"Computer Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Civil and Structural Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Computer Science; Energy; Engineering"
320;21101071896;"Environmental Economics";journal;"19986041, 1998605X";0,407;Q3;7;18;39;940;127;38;3,67;52,22;38,78;0;15;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2023";"Environmental Science (miscellaneous) (Q2); Geography, Planning and Development (Q2); Public Administration (Q2); Economics and Econometrics (Q3); Global and Planetary Change (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Economics, Econometrics and Finance; Energy; Environmental Science; Social Sciences"
321;21100836837;"AIMS Energy";journal;"23338326, 23338334";0,406;Q3;23;59;177;3029;405;172;2,07;51,34;19,69;1;48;United States;Northern America;"AIMS Press";"2016-2023";"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
322;21101090590;"Energy Storage";journal;"25784862";0,406;Q3;14;118;71;6334;192;71;2,75;53,68;20,88;0;81;United States;Northern America;"John Wiley and Sons Inc.";"2019-2023";"Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
323;20118;"Xinan Shiyou Xueyuan Xuebao/Journal of Southwestern Petroleum Institute";journal;"10002634";0,405;Q3;25;101;348;3137;280;348;0,88;31,06;30,52;0;8;China;Asiatic Region;"Science China Press";"1998, 2001-2023";"Geology (Q2); Energy Engineering and Power Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences; Energy"
324;21100901952;"Journal of Air Transportation";journal;"23809450";0,401;Q3;13;18;55;601;73;49;1,24;33,39;19,67;0;3;United States;Northern America;"American Institute of Aeronautics and Astronautics Inc. (AIAA)";"2016-2023";"Aerospace Engineering (Q2); Safety Research (Q2); Energy (miscellaneous) (Q3); Management, Monitoring, Policy and Law (Q3); Management of Technology and Innovation (Q3); Transportation (Q3)";"Business, Management and Accounting; Energy; Engineering; Environmental Science; Social Sciences"
325;21101154149;"Journal of Asian Energy Studies";journal;"25241222";0,390;Q3;4;10;13;453;17;13;1,13;45,30;40,00;0;9;Hong Kong;Asiatic Region;"Hong Kong Baptist University";"2019-2023";"Energy (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
326;21101062813;"Waste Disposal and Sustainable Energy";journal;"25247891, 25247980";0,388;Q3;8;47;83;2743;174;83;1,85;58,36;34,62;0;43;China;Asiatic Region;"Springer Nature";"2019-2023";"Pollution (Q3); Renewable Energy, Sustainability and the Environment (Q3); Waste Management and Disposal (Q3)";"Energy; Environmental Science"
327;17768;"Ugol";journal;"24128333, 00415790";0,387;Q3;16;148;430;2114;359;428;0,93;14,28;47,90;0;52;Russian Federation;Eastern Europe;"Ugol'";"1970, 1974, 1976-1988, 2001-2005, 2017-2023";"Mechanical Engineering (Q2); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geochemistry and Petrology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences; Energy; Engineering"
328;21101176039;"Quanqiu Nengyuan Hulianwang";journal;"20965125";0,386;Q3;16;64;194;1933;398;194;2,02;30,20;34,49;0;42;China;Asiatic Region;"Global Energy Interconnection Development and Cooperation Organization";"2019-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
329;21101022969;"Annual Review of Heat Transfer";book series;"10490787, 23750294";0,381;Q3;30;8;38;1366;40;6;0,89;170,75;0,00;0;7;United States;Northern America;"Begell House Inc.";"1987, 1989-1990, 1992, 1994-2000, 2002-2003, 2005, 2012-2017, 2019-2022";"Condensed Matter Physics (Q3); Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)";"Energy; Engineering; Physics and Astronomy"
330;19700200879;"Science and Technology of Nuclear Installations";journal;"16876083, 16876075";0,381;Q2;29;21;165;545;207;165;1,09;25,95;30,00;0;4;Egypt;Africa/Middle East;"Hindawi Limited";"2008-2023";"Nuclear Energy and Engineering (Q2)";"Energy"
331;19856;"Zhongguo Dianli/Electric Power";journal;"10049649";0,380;Q3;17;270;593;7357;1262;593;2,13;27,25;35,11;0;133;China;Asiatic Region;"Zhongguo Dianli Bianjibu";"1998, 2001-2003, 2022-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
332;16031;"Electric Power Components and Systems";journal;"15325016, 15325008";0,379;Q3;63;332;359;12499;775;358;2,07;37,65;18,77;0;175;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)";"Energy; Engineering"
333;21100774305;"Journal of Sustainable Development of Energy, Water and Environment Systems";journal;"18489257";0,377;Q3;23;48;150;2551;331;147;2,35;53,15;29,82;0;42;Croatia;Eastern Europe;"International Centre for Sustainable Development of Energy, Water and Environment Systems SDEWES";"2013-2023";"Environmental Science (miscellaneous) (Q2); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3); Water Science and Technology (Q3)";"Energy; Environmental Science"
334;21100837463;"Dianli Jianshe/Electric Power Construction";journal;"10007229";0,369;Q3;22;134;400;3880;834;400;2,42;28,96;33,11;0;83;China;Asiatic Region;"State Power Economic Research Institute";"2017-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
335;21101037130;"Asia-Pacific Journal of Regional Science";journal;"25097954";0,368;Q3;14;55;124;3605;224;120;2,01;65,55;33,86;1;45;Netherlands;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2017-2023";"Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Urban Studies (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Economics, Econometrics and Finance; Energy; Social Sciences"
336;20405;"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy";journal;"20412967, 09576509";0,368;Q3;69;143;327;5352;604;327;1,66;37,43;23,87;0;31;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2023";"Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)";"Energy; Engineering"
337;101730;"Rudarsko Geolosko Naftni Zbornik";journal;"03534529, 18490409";0,366;Q3;19;60;168;2569;244;168;1,48;42,82;28,57;0;11;Croatia;Eastern Europe;"";"1994-2023";"Earth and Planetary Sciences (miscellaneous) (Q2); Energy (miscellaneous) (Q3); Geology (Q3); Geotechnical Engineering and Engineering Geology (Q3); Water Science and Technology (Q3)";"Earth and Planetary Sciences; Energy; Environmental Science"
338;21101176033;"Mechanical Engineering for Society and Industry";journal;"27985245";0,361;Q3;7;17;25;685;108;20;4,32;40,29;21,57;0;6;Indonesia;Asiatic Region;"Universitas Muhammadiyah Magelang";"2021-2023";"Automotive Engineering (Q2); Fuel Technology (Q3); Mechanical Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
339;27926;"Geofisica Internacional";journal;"00167169, 2954436X";0,359;Q3;31;9;59;353;38;57;0,54;39,22;10,71;0;2;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1975, 1979, 1984-2023";"Energy (miscellaneous) (Q3); Geophysics (Q3)";"Earth and Planetary Sciences; Energy"
340;17390;"Soil Mechanics and Foundation Engineering";journal;"00380741, 15739279";0,358;Q3;20;77;222;1568;221;220;0,81;20,36;26,74;0;4;United States;Northern America;"Springer New York";"1964-2023";"Energy (miscellaneous) (Q3); Geotechnical Engineering and Engineering Geology (Q3); Ocean Engineering (Q3); Soil Science (Q3); Water Science and Technology (Q3)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Energy; Engineering; Environmental Science"
341;20389;"Industrial Lubrication and Tribology";journal;"00368792";0,357;Q3;40;136;465;3833;878;459;1,86;28,18;28,06;0;13;United Kingdom;Western Europe;"Emerald Publishing";"1948-2023";"Energy (miscellaneous) (Q3); Mechanical Engineering (Q3); Surfaces, Coatings and Films (Q3)";"Energy; Engineering; Materials Science"
342;19200157111;"Nuclear Technology and Radiation Protection";journal;"14513994";0,357;Q2;21;26;132;673;133;129;1,02;25,88;28,13;0;3;Serbia;Eastern Europe;"Vinca Inst Nuclear Sci";"2008-2023";"Nuclear Energy and Engineering (Q2); Safety, Risk, Reliability and Quality (Q2)";"Energy; Engineering"
343;29995;"Fusion Science and Technology";journal;"15361055";0,355;Q2;58;185;277;4921;300;274;0,97;26,60;21,36;1;112;United States;Northern America;"Taylor and Francis Ltd.";"2001-2023";"Nuclear Energy and Engineering (Q2); Civil and Structural Engineering (Q3); Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Nuclear and High Energy Physics (Q3)";"Energy; Engineering; Materials Science; Physics and Astronomy"
344;24060;"Journal of Radioanalytical and Nuclear Chemistry";journal;"15882780, 02365731";0,355;Q2;75;574;1709;21308;2748;1695;1,58;37,12;33,67;2;128;Netherlands;Western Europe;"Springer Netherlands";"1977-1979, 1981, 1984-2023";"Nuclear Energy and Engineering (Q2); Analytical Chemistry (Q3); Health, Toxicology and Mutagenesis (Q3); Pollution (Q3); Public Health, Environmental and Occupational Health (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Spectroscopy (Q3)";"Chemistry; Energy; Environmental Science; Medicine"
345;94730;"Proceedings - SPE Symposium on Improved Oil Recovery";conference and proceedings;"-";0,353;-;55;0;257;0;255;255;1,09;0,00;0,00;0;0;United States;Northern America;"Society of Petroleum Engineers (SPE)";"1969, 1972, 1994, 1996, 1998, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022";"Energy Engineering and Power Technology; Geotechnical Engineering and Engineering Geology";"Earth and Planetary Sciences; Energy"
346;21101018827;"CIGRE Science and Engineering";journal;"24261335";0,348;Q3;8;50;135;720;72;122;0,50;14,40;12,50;0;23;France;Western Europe;"CIGRE";"2019-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
347;14237;"Journal of Fuel Chemistry and Technology";journal;"2097213X, 18725813";0,348;Q3;47;162;547;7420;997;547;1,95;45,80;37,16;0;67;China;Asiatic Region;"Science China Press";"1996-2023";"Chemical Engineering (miscellaneous) (Q3); Fuel Technology (Q3); Physical and Theoretical Chemistry (Q3)";"Chemical Engineering; Chemistry; Energy"
348;21100326279;"Journal of Neutron Research";journal;"14772655, 10238166";0,348;Q3;26;7;111;176;97;106;0,83;25,14;20,59;0;0;Netherlands;Western Europe;"IOS Press BV";"1993-2008, 2014-2023";"Nuclear and High Energy Physics (Q3); Nuclear Energy and Engineering (Q3)";"Energy; Physics and Astronomy"
349;21100872775;"International Journal of Vehicle Performance";journal;"17453194, 17453208";0,347;Q3;13;20;60;605;96;59;1,39;30,25;27,12;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2013-2023";"Automotive Engineering (Q2); Computer Science Applications (Q3); Fuel Technology (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3); Safety, Risk, Reliability and Quality (Q3)";"Computer Science; Energy; Engineering; Mathematics"
350;21101045282;"Acta Innovations";journal;"23005599";0,344;Q3;12;33;73;1250;150;73;1,27;37,88;47,62;0;19;Poland;Eastern Europe;"Research and Innovation Centre Pro-Akademia";"2013-2023";"Energy (miscellaneous) (Q3); Environmental Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science"
351;21101093006;"Journal of Mining Science and Technology";journal;"20962193";0,342;Q3;9;83;164;2459;202;164;1,23;29,63;30,00;0;16;China;Asiatic Region;"Emergency Management Press";"2021-2023";"Engineering (miscellaneous) (Q2); Civil and Structural Engineering (Q3); Energy (miscellaneous) (Q3); Geotechnical Engineering and Engineering Geology (Q3); Mechanical Engineering (Q3); Safety, Risk, Reliability and Quality (Q3)";"Earth and Planetary Sciences; Energy; Engineering"
352;5400152634;"Asia-Pacific Journal of Chemical Engineering";journal;"19322135";0,340;Q3;44;154;434;6605;789;428;1,70;42,89;37,12;0;49;United States;Northern America;"Wiley-Blackwell";"2006-2023";"Chemical Engineering (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q3); Waste Management and Disposal (Q3)";"Chemical Engineering; Energy; Environmental Science"
353;28104;"Die Erde";journal;"00139998";0,340;Q3;29;8;61;316;78;60;1,07;39,50;20,00;0;4;Germany;Western Europe;"Gesellschaft fur Erdkunde zu Berlin";"1977-2022";"Social Sciences (miscellaneous) (Q2); Atmospheric Science (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Ecology (Q3); Energy (miscellaneous) (Q3)";"Earth and Planetary Sciences; Energy; Environmental Science; Social Sciences"
354;21100943564;"International Journal of Turbomachinery, Propulsion and Power";journal;"2504186X";0,340;Q3;14;54;111;1782;162;109;1,32;33,00;8,28;0;10;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2016-2023";"Aerospace Engineering (Q3); Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)";"Energy; Engineering"
355;29119;"Physica C: Superconductivity and its Applications";journal;"09214534";0,339;Q3;88;139;326;5292;416;326;1,30;38,07;21,20;0;4;Netherlands;Western Europe;"Elsevier B.V.";"1988-2023";"Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Energy Engineering and Power Technology (Q3)";"Energy; Engineering; Materials Science; Physics and Astronomy"
356;19700174711;"SAE International Journal of Engines";journal;"19463944, 19463936";0,339;Q3;72;48;184;2048;279;184;1,44;42,67;13,82;0;20;United States;Northern America;"SAE International";"2008-2023";"Automotive Engineering (Q2); Fuel Technology (Q3)";"Energy; Engineering"
357;21101100205;"Journal of Sustainability Research";journal;"26326582";0,338;Q3;10;16;71;1101;112;70;1,15;68,81;40,91;0;15;United Kingdom;Western Europe;"Hapres Limited";"2019-2023";"Geography, Planning and Development (Q2); Urban Studies (Q2); Environmental Science (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science; Social Sciences"
358;13320;"Applied Solar Energy (English translation of Geliotekhnika)";journal;"0003701X, 19349424";0,335;Q3;23;69;232;2835;400;232;1,53;41,09;20,75;0;56;United States;Northern America;"Pleiades Publishing";"1977-1990, 1995-2023";"Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
359;21100967540;"Polityka Energetyczna";journal;"14296675";0,335;Q3;15;42;118;1507;234;118;2,40;35,88;51,49;0;33;Poland;Eastern Europe;"Mineral and Energy Economy Research Institute of the Polish Academy of Sciences";"2016-2023";"Energy (miscellaneous) (Q3); Management, Monitoring, Policy and Law (Q3)";"Energy; Environmental Science"
360;54198;"Shuili Fadian Xuebao/Journal of Hydroelectric Engineering";journal;"10031243";0,333;Q3;26;152;468;5513;853;468;1,86;36,27;29,39;0;78;China;Asiatic Region;"Tsinghua University Press";"1998, 2001-2023";"Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3); Water Science and Technology (Q3)";"Energy; Engineering; Environmental Science"
361;21101036623;"OPEC Energy Review";journal;"17530229, 17530237";0,331;Q3;9;20;68;1101;153;67;1,98;55,05;29,09;0;11;United States;Northern America;"John Wiley &amp; Sons Inc.";"2020-2023";"Economics and Econometrics (Q3); Energy (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Energy"
362;5400152653;"World Review of Entrepreneurship, Management and Sustainable Development";journal;"17460581, 17460573";0,331;Q3;21;42;136;1937;163;135;0,98;46,12;57,53;0;18;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy"
363;18794;"Petrophysics";journal;"15299074";0,330;Q3;42;62;135;1554;149;121;0,94;25,06;20,72;0;7;United States;Northern America;"Society of Well Log Analystists Inc.";"2000-2012, 2017-2023";"Energy (miscellaneous) (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences; Energy"
364;13716;"Petroleum Science and Technology";journal;"15322459, 10916466";0,325;Q3;60;306;425;10940;735;424;1,55;35,75;26,59;1;49;United States;Northern America;"Taylor and Francis Ltd.";"1997-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy"
365;18587;"Shuili Xuebao/Journal of Hydraulic Engineering";journal;"05599350";0,321;Q3;41;129;418;1631;745;418;1,77;12,64;35,10;0;60;China;Asiatic Region;"China Water Power Press";"1985-1998, 2001-2023";"Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3); Water Science and Technology (Q3)";"Energy; Engineering; Environmental Science"
366;21101091646;"Electric Power Engineering Technology";journal;"20963203";0,320;Q3;10;168;322;4619;588;321;1,84;27,49;32,71;0;58;China;Asiatic Region;"";"2022-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Energy; Engineering"
367;17260;"IEEE Industry Applications Magazine";journal;"10772618";0,318;Q3;61;78;229;903;141;168;0,58;11,58;16,80;0;21;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1995-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Industrial and Manufacturing Engineering (Q3)";"Energy; Engineering"
368;21100911339;"Energy Harvesting and Systems";journal;"23298774, 23298766";0,317;Q3;16;34;41;1358;95;41;2,94;39,94;12,16;0;19;Germany;Western Europe;"Walter de Gruyter GmbH";"2014-2023";"Electrical and Electronic Engineering (Q3); Electrochemistry (Q3); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemistry; Energy; Engineering"
369;21100778885;"Environmental Research, Engineering and Management";journal;"20292139, 13921649";0,315;Q3;13;43;127;1633;184;115;1,36;37,98;36,59;0;34;Lithuania;Eastern Europe;"Kaunas University of Technology";"2015-2023";"Environmental Engineering (Q3); Management, Monitoring, Policy and Law (Q3); Pollution (Q3); Renewable Energy, Sustainability and the Environment (Q3); Waste Management and Disposal (Q3)";"Energy; Environmental Science"
370;21100903414;"International Journal of Energy Production and Management";journal;"20563280, 20563272";0,315;Q3;12;29;84;1073;128;84;1,50;37,00;30,14;0;27;Canada;Northern America;"International Information and Engineering Technology Association";"2016-2023";"Sociology and Political Science (Q2); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3); Global and Planetary Change (Q4)";"Energy; Environmental Science; Social Sciences"
371;5800184384;"SOCAR Proceedings";journal;"22186867, 22188622";0,315;Q3;29;148;379;4191;741;379;2,08;28,32;34,60;0;21;Azerbaijan;Eastern Europe;"Oil Gas Scientific Research Project Institute";"2010-2023";"Applied Mathematics (Q3); Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Energy Engineering and Power Technology (Q3); Energy (miscellaneous) (Q3); Fuel Technology (Q3); Geology (Q3); Geophysics (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy; Mathematics"
372;17700154922;"International Review of Electrical Engineering";journal;"25332244, 18276660";0,314;Q3;32;37;166;1239;229;166;1,12;33,49;18,18;0;14;Italy;Western Europe;"Praise Worthy Prize";"2008-2023";"Automotive Engineering (Q2); Applied Mathematics (Q3); Electrical and Electronic Engineering (Q3); Energy (miscellaneous) (Q3); Instrumentation (Q3)";"Energy; Engineering; Mathematics; Physics and Astronomy"
373;19700174712;"SAE International Journal of Fuels and Lubricants";journal;"19463960, 19463952";0,312;Q3;55;12;62;414;80;60;1,11;34,50;17,46;0;7;United States;Northern America;"SAE International";"2009-2023";"Fuel Technology (Q3); Pollution (Q3)";"Energy; Environmental Science"
374;21100812137;"New Space";journal;"21680264, 21680256";0,311;Q3;15;26;88;692;73;72;0,77;26,62;27,87;1;8;United States;Northern America;"Mary Ann Liebert Inc.";"2013-2023";"Aerospace Engineering (Q3); Astronomy and Astrophysics (Q3); Energy Engineering and Power Technology (Q3); Safety, Risk, Reliability and Quality (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Energy; Engineering; Physics and Astronomy"
375;12889;"Huozhayao Xuebao/Chinese Journal of Explosives and Propellants";journal;"10077812";0,310;Q3;25;121;337;4500;401;337;1,17;37,19;30,52;0;4;China;Asiatic Region;"China Ordnance Industry Corporation";"2001-2005, 2008-2023";"Chemical Engineering (miscellaneous) (Q3); Fuel Technology (Q3)";"Chemical Engineering; Energy"
376;21100281302;"International Journal of Energy Economics and Policy";journal;"21464553";0,310;Q3;53;391;1160;19117;2144;1160;1,84;48,89;39,69;0;307;Turkey;Middle East;"Econjournals";"2011-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Energy (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Energy"
377;20144;"Drilling Fluid and Completion Fluid";journal;"10015620";0,309;Q3;18;111;366;2090;256;366;0,67;18,83;30,58;0;6;China;Asiatic Region;"North China Petroleum Administration Drilling Technology Research Institute";"2002-2023";"Energy Engineering and Power Technology (Q3)";"Energy"
378;21101092814;"Power Generation Technology";journal;"20964528";0,309;Q3;14;96;277;3062;482;277;2,14;31,90;30,39;0;60;China;Asiatic Region;"";"2019-2023";"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Nuclear Energy and Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
379;21100943513;"Journal of Operation and Automation in Power Engineering";journal;"24234567, 23224576";0,306;Q3;10;42;67;1349;126;67;1,93;32,12;14,66;0;23;Iran;Middle East;"";"2019-2024";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Information Systems (Q3)";"Computer Science; Energy; Engineering; Mathematics"
380;21101066743;"Electrical Engineering and Electromechanics";journal;"23093404, 2074272X";0,305;Q3;12;78;180;1810;302;180;2,08;23,21;19,46;0;28;Ukraine;Eastern Europe;"National Technical University "Kharkiv Polytechnic Institute"";"2019-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)";"Energy; Engineering"
381;21100220394;"Climate Law";journal;"18786553, 18786561";0,304;Q3;24;10;29;995;28;29;0,76;99,50;50,00;0;9;Netherlands;Western Europe;"Brill Academic Publishers";"2010-2012, 2014-2023";"Law (Q2); Environmental Science (miscellaneous) (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science; Social Sciences"
382;21100835668;"Journal of Thermal Engineering";journal;"21487847";0,303;Q3;20;110;312;4759;481;312;1,73;43,26;10,79;0;56;Turkey;Middle East;"Yildiz Technical University";"2015-2023";"Building and Construction (Q3); Energy Engineering and Power Technology (Q3); Fluid Flow and Transfer Processes (Q3)";"Chemical Engineering; Energy; Engineering"
383;21100429738;"International Journal of Air-Conditioning and Refrigeration";journal;"20101325, 20101333";0,301;Q3;20;28;105;1022;133;105;0,93;36,50;31,34;0;12;United States;Northern America;"Society of Refrigeration and Air Conditioning Engineers";"2015-2023";"Control and Systems Engineering (Q3); Fluid Flow and Transfer Processes (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Energy; Engineering"
384;21101040630;"Revista de Derecho Ambiental(Chile)";journal;"07180101, 07194633";0,301;Q3;3;14;56;422;23;52;0,42;30,14;54,55;0;7;Chile;Latin America;"Universidad de Chile. Centro de Derecho Ambiental";"2019-2023";"Law (Q2); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science; Social Sciences"
385;27652;"Strategic Planning for Energy and the Environment";journal;"10485236, 15460126";0,301;Q3;12;29;56;994;78;55;1,29;34,28;27,59;0;21;United States;Northern America;"Taylor &amp; Francis Inc.";"1990-2023";"Environmental Science (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science"
